id,original,paraphrased
id_00158,"If an avulsed permanent tooth cannot be immedi- ately replanted and the aforementioned solutions or interventions are not available, storage of the tooth in cow’s milk or saliva may be considered.","If a knocked-out permanent tooth cannot be replanted right away and the previously mentioned solutions or interventions are unavailable, consider storing the tooth in cow's milk or saliva."
id_02078,"For patients <65 years of age who have an indication for mitral valve replacement, do not have a contraindication to anticoagulation, and are unable to undergo mitral valve repair, it is reasonable to choose a mechanical mitral prosthesis over a bioprosthetic valve.1,7,10,11","For patients under 65 years old who require mitral valve replacement, have no contraindications to anticoagulation, and cannot have mitral valve repair, opting for a mechanical mitral prosthesis instead of a bioprosthetic valve is advisable."
id_01598,"In patients with DES-PCI placed for ACS who require elective NCS with interruption of ≥1 anti­ platelet agents, surgery should ideally be delayed ≥12 months to minimize perioperative MACE.5,10–15","For patients with DES-PCI for ACS needing elective NCS with interruption of one or more antiplatelet agents, it is preferable to postpone surgery for at least 12 months to reduce the risk of perioperative MACE."
id_00638,"In symptomatic patients with obstructive HCM who have associated cardiac disease requiring surgical treatment (eg, associated anomalous papillary muscle, markedly elongated anterior mitral leaflet, intrinsic mitral valve disease, multivessel CAD, valvular aortic stenosis), surgical myectomy, performed at experienced HCM centers,† is recommended (Tables 4 and 5).4–7","For patients with obstructive HCM who exhibit symptoms and have concurrent cardiac conditions necessitating surgery (such as anomalous papillary muscle, significantly elongated anterior mitral leaflet, intrinsic mitral valve disease, multivessel CAD, or valvular aortic stenosis), it is advised to undergo surgical myectomy at specialized HCM centers."
id_00636,"For patients with obstructive HCM, discontinuation of vasodilators (eg, angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, dihydropyridine calcium channel blockers) or digoxin may be reasonable because these agents can worsen symptoms caused by dynamic outflow tract obstruction.","For individuals with obstructive hypertrophic cardiomyopathy, it may be advisable to stop using vasodilators (such as angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, and dihydropyridine calcium channel blockers) or digoxin, as these medications can exacerbate symptoms due to dynamic outflow tract obstruction."
id_02558,Routine administration of calcium for treatment of cardiac arrest is not recommended.,The regular use of calcium in treating cardiac arrest is not advised.
id_00639,"In adult patients with obstructive HCM who remain severely symptomatic, despite GDMT and in whom surgery is contraindicated or the risk is considered unacceptable because of serious comorbidities or advanced age, alcohol septal ablation in eligible patients,* performed at experienced HCM centers,† is recommended (Tables 4 and 5).8–10","For adult patients with obstructive HCM who continue to experience severe symptoms despite GDMT, and for whom surgery is either contraindicated or deemed too risky due to significant comorbidities or advanced age, alcohol septal ablation is advised for eligible patients, provided it is conducted at specialized HCM centers."
id_00159,"If an avulsed permanent tooth cannot be immedi- ately replanted and none of the above storage mediums are available, a probiotic, egg white, or almond milk may be considered.","If a knocked-out permanent tooth cannot be replanted right away and the previously mentioned storage solutions are unavailable, consider using a probiotic, egg white, or almond milk."
id_01599,"In patients with DES-PCI placed for CCD who require elective NCS with interruption of ≥1 anti­ platelet agents, it is reasonable to delay surgery for ≥6 months after PCI to minimize perioperative MACE.16–24","For patients with DES-PCI for CCD needing elective NCS with interruption of one or more antiplatelet agents, postponing surgery for at least 6 months post-PCI is advisable to reduce perioperative MACE."
id_01119,"In patients with SCD with prior ischemic stroke or TIA for whom transfusion therapy is not available or practical, treatment with hydroxyurea is reasonable for the prevention of recurrent ischemic stroke.659–665","For patients with SCD who have experienced an ischemic stroke or TIA and cannot access or feasibly undergo transfusion therapy, using hydroxyurea is a sensible option to prevent another ischemic stroke."
id_02559,Routine use of sodium bicarbonate is not recommended for patients in cardiac arrest.,Sodium bicarbonate should not be routinely administered to patients experiencing cardiac arrest.
id_02079,"For patients ≥65 years of age who require mitral valve replacement and are unable to undergo mitral valve repair, it is reasonable to choose a bioprosthesis over a mechanical valve.1,7,11","For patients aged 65 and older who need mitral valve replacement and cannot have mitral valve repair, opting for a bioprosthesis instead of a mechanical valve is advisable."
id_01120,"In patients with ischemic stroke or TIA and symptoms attributed to giant cell arteri- tis, immediate initiation of oral high-dose glucocorticoids is recommended to reduce recurrent stroke risk.672–681","For patients experiencing ischemic stroke or TIA with symptoms linked to giant cell arteritis, it is advised to promptly start high-dose oral glucocorticoids to lower the risk of recurrent stroke."
id_00160,"A person who sustains a high-velocity eye injury (such as injuries from grinding, nailing, or machinery), penetrating eye injury from a sharp or metal object, irregular pupil after trauma, eye bleeding after trauma, or loss of vision after trauma should seek immediate medical attention.","Individuals experiencing a high-speed eye injury (like those from grinding, nailing, or machinery), a penetrating eye injury from a sharp or metallic object, an irregular pupil following trauma, eye bleeding post-trauma, or vision loss after trauma should promptly seek medical care."
id_02560,Routine use of magnesium for cardiac arrest is not recommended.,Magnesium is not advised for regular use during cardiac arrest.
id_02080,"In patients <50 years of age who prefer a bioprosthetic AVR and have appropriate anatomy, replacement of the aortic valve by a pulmonic autograft (the Ross procedure) may be considered at a Comprehensive Valve Center.12–14","For patients under 50 years old with suitable anatomy who opt for a bioprosthetic aortic valve replacement, the Ross procedure, which involves using a pulmonic autograft, can be considered at a Comprehensive Valve Center."
id_00161,A person who has persistent foreign-body sensation in the eye should seek immediate medical attention.,Anyone experiencing a continuous sensation of a foreign object in the eye should promptly consult a medical professional.
id_01600,"In patients with DES-PCI who require time-sensitive NCS with interruption of ≥1 antiplatelet agents, NCS may be considered ≥3 months after PCI if the risk of delaying surgery outweighs the risk of MACE.5,23,24","For patients with DES-PCI needing urgent NCS and interruption of one or more antiplatelet agents, NCS can be contemplated at least 3 months post-PCI if the risk of postponing surgery exceeds the risk of MACE."
id_00640,"In patients with obstructive HCM, earlier (NYHA class II) surgical myectomy performed at comprehensive HCM centers (Tables 4 and 5) may be reasonable in the presence of additional clinical factors, including3,11–22: a.   Severe and progressive pulmonary hypertension thought to be attributable to LVOTO or associated MR; b.   Left atrial enlargement with ≥1 episodes of symptomatic AF; c.   Poor functional capacity attributable to LVOTO as documented on treadmill exercise testing; d.   Children and young adults with very high resting","For patients with obstructive HCM, undergoing early surgical myectomy (NYHA class II) at specialized HCM centers (Tables 4 and 5) may be advisable when additional clinical factors are present, such as: a. Severe and worsening pulmonary hypertension likely due to LVOTO or related MR; b. Left atrial enlargement with one or more episodes of symptomatic AF; c. Reduced functional capacity due to LVOTO as shown by treadmill exercise testing; d. Children and young adults with significantly high resting gradients."
id_01118,"In patients with sickle cell disease (SCD) and prior ischemic stroke or TIA, chronic blood transfusion(s) to reduce hemoglobin S to <30% of total hemoglobin is recommended for the prevention of recurrent ischemic stroke.655–658","For patients with sickle cell disease who have experienced an ischemic stroke or TIA, it is advised to maintain chronic blood transfusions to lower hemoglobin S to less than 30% of total hemoglobin to prevent recurrent ischemic strokes."
id_02081,"In patients with a mechanical prosthetic valve, anticoagulation with a VKA is recommended.1–5","For patients with a mechanical prosthetic valve, it is advised to use a VKA for anticoagulation."
id_01601,"In patients with prior PCI undergoing NCS, it is recommended to continue aspirin* (75-100 mg), if possible, to reduce the risk of cardiac events.27–30","For patients with a history of PCI who are undergoing NCS, it is advised to maintain aspirin* (75-100 mg) therapy, if feasible, to lower the risk of cardiac events."
id_00641,"For symptomatic patients with obstructive HCM, SRT in eligible patients,* performed at experienced HCM centers† (Tables 4 and 5), may be considered as an alternative to escalation of medical therapy after shared decision-making including risks and benefits of all treatment options.1,10,23–25","For patients with obstructive HCM who exhibit symptoms, SRT can be considered as an alternative to intensifying medical treatment, provided it is performed at specialized HCM centers and after a shared decision-making process that evaluates the risks and benefits of all available treatment options."
id_01121,"In patients with ischemic stroke or TIA and diagnosis of giant cell arteritis, methotrexate or tocilizumab therapy adjunctive to steroids is reasonable to lower the risk of recurrent stroke.682–690","For patients diagnosed with giant cell arteritis who have experienced an ischemic stroke or TIA, it is advisable to use methotrexate or tocilizumab alongside steroids to reduce the likelihood of another stroke."
id_00642,"In patients with nonobstructive HCM with preserved EF and symptoms of exertional angina or dyspnea, beta blockers or nondihydropyridine calcium channel blockers are recommended.1–5","For patients with nonobstructive HCM who have preserved EF and experience symptoms of exertional angina or dyspnea, it is advised to use beta blockers or nondihydropyridine calcium channel blockers."
id_00162,"A person who develops a foreign-body sensa- tion in the eye associated with contact lens use should remove the contact lens, discontinue con- tact lens use, and seek medical attention.","If an individual experiences a sensation of a foreign body in the eye while wearing contact lenses, they should take out the lens, stop using contact lenses, and consult a healthcare professional."
id_01602,"In patients with CAD who require time-sensitive NCS within 30 days of PCI with BMS or <3 months of PCI with DES, DAPT should be con­ tinued unless the risk of bleeding outweighs the benefit of the prevention of stent thrombosis.23,31","For patients with CAD needing urgent NCS within 30 days post-PCI with BMS or under 3 months post-PCI with DES, DAPT should be maintained unless the bleeding risk surpasses the benefit of preventing stent thrombosis."
id_02562,Coronary angiography should be performed emergently for all cardiac arrest patients with suspected cardiac cause of arrest and,Emergency coronary angiography is indicated for all patients who experience cardiac arrest with a suspected cardiac origin.
id_01122,"In patients with ischemic stroke or TIA and diagnosis of primary CNS angiitis, induc- tion therapy with glucocorticoids and/or immunosuppressants followed by long-term maintenance therapy with steroid-sparing immunosuppressants is reasonable to lower the risk of stroke recurrence.691–696","For patients diagnosed with primary CNS angiitis who have experienced an ischemic stroke or TIA, it is advisable to initiate treatment with glucocorticoids and/or immunosuppressants, followed by prolonged maintenance therapy using steroid-sparing immunosuppressants, to reduce the likelihood of recurrent strokes."
id_02561,Use of ECPR for patients with cardiac arrest refractory to standard ACLS is reasonable in select patients when provided within an appropriately trained and equipped system of care.,"ECPR may be considered for certain patients experiencing cardiac arrest unresponsive to standard ACLS, provided it is administered within a system of care that is properly trained and equipped."
id_02082,"For patients with a mechanical bileaflet or current-generation single-tilting disk AVR and no risk factors for thromboembolism, anticoagulation with a VKA to achieve an INR of 2.5 is recommended.6–8","For patients with a mechanical bileaflet or modern single-tilting disk aortic valve replacement and without thromboembolism risk factors, it is advised to use a VKA to maintain an INR of 2.5."
id_00643,"In patients with nonobstructive HCM with preserved EF, it is reasonable to add oral diuretics when exertional dyspnea persists despite the use of beta blockers or nondihydropyridine calcium channel blockers.","For patients with nonobstructive HCM and preserved EF, it is appropriate to introduce oral diuretics if exertional dyspnea continues despite treatment with beta blockers or nondihydropyridine calcium channel blockers."
id_00163,A person with a foreign-body sensation in the eye should not rub their eye.,Individuals experiencing a sensation of a foreign object in their eye should avoid rubbing it.
id_01123,"In patients with ischemic stroke or TIA and confirmed diagnosis of giant cell arteritis, infliximab is associated with recurrent ocular symptoms and markers of disease activity and should not be administered.697–704","For patients diagnosed with ischemic stroke or TIA and giant cell arteritis, infliximab is linked to recurring eye symptoms and indicators of active disease, and its use is not recommended."
id_01603,"In patients with prior PCI in whom OAC monotherapy must be discontinued before NCS, aspirin should be substituted when feasible in the perioperative period until OAC can be safely reinitiated.27–29","For patients with a history of PCI who need to stop OAC monotherapy before NCS, aspirin should be used as a replacement during the perioperative period when possible, until it is safe to resume OAC."
id_00164,"Taping a hard plastic eye shield, paper cup, or plastic cup over the eye can help prevent unintentional touching of the eye.","Covering the eye with a taped hard plastic shield, paper cup, or plastic cup can effectively prevent accidental contact with the eye."
id_02083,"For patients with a mechanical AVR and additional risk factors for thromboembolism (eg, AF, previous thromboembolism, LV dysfunction, hypercoagulable state) or an older-generation prosthesis (eg, ball-in-cage), anticoagulation with a VKA is indicated to achieve an INR of 3.0.9,10","Patients with a mechanical aortic valve replacement and extra thromboembolism risk factors (such as atrial fibrillation, past thromboembolism, left ventricular dysfunction, or a hypercoagulable condition) or those with an older prosthesis type (like ball-in-cage) should receive anticoagulation therapy with a vitamin K antagonist to maintain an INR of 3.0."
id_00644,"In patients with nonobstructive HCM with preserved EF, the usefulness of angiotensin-converting enzyme inhibitors and angiotensin receptor blockers in the treatment of symptoms (angina and dyspnea) is not well established.6","For patients with nonobstructive HCM and preserved EF, the effectiveness of angiotensin-converting enzyme inhibitors and angiotensin receptor blockers in alleviating symptoms such as angina and dyspnea remains uncertain."
id_02563,"Emergent coronary angiography is reasonable for selected adult patients without ST-elevation on electrocardiogram but with elevated risk of significant coronary artery disease where revascularization may provide benefit, such as those with shock, electrical instability, signs of significant ongoing myocardial damage, or ongoing ischemia.","For certain adult patients who do not show ST-elevation on an electrocardiogram but are at high risk for significant coronary artery disease, urgent coronary angiography is advisable if revascularization could be beneficial, particularly in cases of shock, electrical instability, indications of substantial ongoing myocardial injury, or persistent ischemia."
id_01124,"In patients with ischemic stroke or TIA and infectious vasculitis such as varicella zoster virus (VZV) cerebral vasculitis, neurosyphilis, or bacterial meningitis, treating the underlying infectious etiology is indicated to reduce the risk of stroke.710–716","For patients experiencing ischemic stroke or TIA due to infectious vasculitis, including conditions like varicella zoster virus (VZV) cerebral vasculitis, neurosyphilis, or bacterial meningitis, addressing the root infectious cause is recommended to lower the stroke risk."
id_02084,"For patients with a mechanical mitral valve replacement, anticoagulation with a VKA is indicated to achieve an INR of 3.0.9,11",Patients with a mechanical mitral valve replacement should receive VKA anticoagulation to maintain an INR of 3.0.
id_02564,"Independent of a patient’s neurologic status, coronary angiography is reasonable in all post–cardiac arrest patients for whom coronary angiography is otherwise indicated.","Regardless of a patient's neurological condition, it is appropriate to perform coronary angiography on all post-cardiac arrest patients when it is otherwise warranted."
id_01604,"In select patients after PCI who have a high throm­ botic risk, perioperative bridging with intravenous antiplatelet therapy may be considered <6 months after DES or <30 days after BMS if NCS cannot be deferred.32,33 Perioperative Antiplatelet Management in Patients Without Prior PCI","For certain patients with elevated thrombotic risk following PCI, intravenous antiplatelet therapy bridging may be contemplated within 6 months post-DES or 30 days post-BMS if non-cardiac surgery cannot be postponed."
id_01125,"In patients with ischemic stroke or TIA in the context of HIV vasculopathy, daily aspirin plus HIV viral control with combined antiretroviral therapy is reasonable to reduce the risk of recurrent stroke.717–723","For patients experiencing ischemic stroke or TIA due to HIV vasculopathy, it is advisable to use daily aspirin alongside combined antiretroviral therapy to manage HIV viral load, as this can help lower the risk of another stroke."
id_00645,"In highly selected patients with apical HCM with severe dyspnea or angina (NYHA functional class III or class IV) despite maximal medical therapy, and with preserved EF and small LV cavity size (LV end-diastolic volume <50 mL/m2 and LV stroke volume <30 mL/m2), apical myectomy by experi- enced surgeons at comprehensive centers may be considered to reduce symptoms.7","For patients with apical HCM experiencing severe dyspnea or angina (NYHA class III or IV) who do not respond to optimal medical treatment, and who have preserved EF and a small LV cavity (LV end-diastolic volume <50 mL/m2 and LV stroke volume <30 mL/m2), apical myectomy performed by skilled surgeons at specialized centers may be an option to alleviate symptoms."
id_00165,"It is reasonable for a person with a foreign body in the eye from a low-energy mechanism (eg, dust, dirt, other object blown into the eye by wind; eyelash in the eye) to attempt to remove the for- eign body by allowing natural tears to wash out the object or by irrigating the eye with tap water or a commercial eye wash solution.","For an individual with a foreign object in the eye due to a low-energy source (such as dust, dirt, or an object carried by the wind, or an eyelash), it is advisable to try removing the object by letting natural tears flush it out or by rinsing the eye with tap water or a commercial eye wash solution."
id_02565,"Emergent coronary angiography is not recommended over a delayed or selective strategy in patients with ROSC after cardiac arrest in the absence of ST-segment elevation, shock, electrical instability, signs of significant myocardial damage, and ongoing ischemia.","Immediate coronary angiography is not advised over a delayed or selective approach for patients with ROSC following cardiac arrest if there is no ST-segment elevation, shock, electrical instability, significant myocardial damage, or ongoing ischemia."
id_00166,It is reasonable to take over-the-counter oral acetaminophen or NSAIDs to treat residual discomfort after ocular foreign-body removal. Recommendation-Specific Supportive Text,Taking over-the-counter oral acetaminophen or NSAIDs is a sensible option for alleviating lingering discomfort following the removal of a foreign body from the eye.
id_01605,"In patients with CCD without prior PCI undergoing elective NCS, it may be reasonable to continue aspirin in selected patients when the risk of cardiac events outweighs the risk of bleeding.27,34,35","For patients with CCD who have not had prior PCI and are undergoing elective NCS, continuing aspirin may be appropriate for certain individuals if the potential for cardiac events surpasses the bleeding risk."
id_02085,"For patients with a bioprosthetic TAVI, aspirin 75 to 100 mg daily is reasonable in the absence of other indications for oral anticoagulants.12–14","For individuals with a bioprosthetic TAVI, administering aspirin at a dose of 75 to 100 mg per day is appropriate if there are no other reasons to use oral anticoagulants."
id_02086,"For all patients with a bioprosthetic SAVR or mitral valve replacement, aspirin 75 to 100 mg daily is reasonable in the absence of other indications for oral anticoagulants.9,15–18","A daily dose of aspirin ranging from 75 to 100 mg is advisable for patients with a bioprosthetic SAVR or mitral valve replacement, provided there are no other reasons to use oral anticoagulants."
id_00646,"In asymptomatic patients with nonobstructive HCM, the benefit of beta blockers or calcium channel blockers is not well established.","For asymptomatic individuals with nonobstructive HCM, the advantages of using beta blockers or calcium channel blockers remain uncertain."
id_01606,"In patients with CAD but without prior PCI who are undergoing elective noncarotid NCS, routine initiation of aspirin is not beneficial.27,36 *Platelet adenosine diphosphate receptor (P2Y12) monotherapy may be con­ sidered if surgical bleeding risks are acceptable or if aspirin is not tolerated.","For patients with CAD who have not had prior PCI and are undergoing elective noncarotid NCS, starting aspirin routinely does not provide benefit. Consider platelet adenosine diphosphate receptor (P2Y12) monotherapy if the risk of surgical bleeding is acceptable or if aspirin cannot be tolerated."
id_02566,"We recommend all adults who do not follow commands after ROSC, irrespective of arrest location or presenting rhythm, receive treatment that includes a deliberate strategy for temperature control.","We advise that every adult who is unresponsive to commands post-ROSC, regardless of where the arrest occurred or the initial rhythm, should undergo treatment incorporating a targeted temperature management strategy."
id_01126,"In patients with ischemic stroke or TIA and cystathionine β-synthase deficiency, pyridoxine (in responsive patients) and a low-methionine, cysteine-enhanced diet supplemented with pyridoxine, vitamin B12, and folate are recommended to reduce plasma homocysteine to population normal levels and thereby reduce the risk of recurrent ischemic stroke.739,740","For patients experiencing ischemic stroke or TIA who have cystathionine β-synthase deficiency, it is advised to use pyridoxine in those who respond to it, along with a diet low in methionine and enriched with cysteine, supplemented with pyridoxine, vitamin B12, and folate, to lower plasma homocysteine to normal population levels and thus decrease the risk of recurrent ischemic stroke."
id_00167,A person experiencing epistaxis should sit with their head slightly forward with their nostrils pinched for 10 to 15 minutes.,"If someone has a nosebleed, they should lean slightly forward and pinch their nostrils for 10 to 15 minutes."
id_01127,"In patients with ischemic stroke or TIA and Anderson-Fabry disease, agalsidase alfa or agalsidase beta is of uncertain value in preventing recurrent stroke or TIA.741","For patients with ischemic stroke or TIA who have Anderson-Fabry disease, the effectiveness of agalsidase alfa or agalsidase beta in preventing recurrent stroke or TIA remains uncertain."
id_00647,"For younger (eg, ≤45 years of age) patients with nonobstructive HCM due to a pathogenic or likely pathogenic cardiac sarcomere genetic variant, and a mild phenotype,* valsartan may be beneficial to slow adverse cardiac remodeling.8 *Mild phenotype indicates NYHA functional class I or II, maximal LV wall thick- ness 13 to 25 mm, no secondary prevention ICDs, no history of appropriate ICD shocks, and no AF.","Valsartan may be advantageous in slowing adverse cardiac remodeling in younger patients (e.g., 45 years or younger) with nonobstructive HCM caused by a pathogenic or likely pathogenic cardiac sarcomere genetic variant and exhibiting a mild phenotype, which includes NYHA functional class I or II, maximal LV wall thickness of 13 to 25 mm, absence of secondary prevention ICDs, no history of appropriate ICD shocks, and no atrial fibrillation."
id_01607,"For patients with CVD receiving OAC who require elective NCS, a multidisciplinary team-based approach to time-based* interruption is recom­ mended to balance the competing risks of thromboembolism and perioperative bleeding (Tables 13 and 14).1–7 OAC Bridging","For patients with cardiovascular disease on oral anticoagulation needing elective non-cardiac surgery, it is advised to use a multidisciplinary team approach to manage the timing of anticoagulation interruption, balancing the risks of thromboembolism and bleeding during surgery."
id_02567,We recommend selecting and maintaining a constant temperature between 32° C and 37.5° C during postarrest temperature control.,We advise choosing and consistently keeping the temperature within the range of 32°C to 37.5°C for postarrest temperature management.
id_00168,A person experiencing epistaxis that does not stop after 15 minutes of continuous manual pressure or who becomes lightheaded from epistaxis should seek medical attention.,"If a person has a nosebleed that persists despite applying manual pressure for 15 minutes or feels lightheaded due to the nosebleed, they should obtain medical care."
id_00648,"In patients with HCM who develop systolic dysfunction with an LVEF <50%, GDMT for HF with reduced EF is recommended.1–3","For patients with HCM experiencing systolic dysfunction and an LVEF below 50%, it is advised to implement GDMT for heart failure with reduced EF."
id_02087,"For patients with a bioprosthetic SAVR or mitral valve replacement who are at low risk of bleeding, anticoagulation with a VKA to achieve an INR of 2.5 is reasonable for at least 3 months and for as long as 6 months after surgical replacement.15,19–25","For patients who have undergone bioprosthetic SAVR or mitral valve replacement and have a low bleeding risk, it is appropriate to use a VKA for anticoagulation to maintain an INR of 2.5 for a minimum of 3 months and up to 6 months following the surgery."
id_01128,"In patients with carotid web in the distribu- tion of ischemic stroke and TIA, without other attributable causes of stroke, antiplatelet therapy is recommended to prevent recurrent ischemic stroke or TIA.748,749","For patients with a carotid web linked to ischemic stroke or TIA, and no other identifiable stroke causes, it is advised to use antiplatelet therapy to prevent further ischemic strokes or TIAs."
id_02088,"For patients with a mechanical SAVR or mitral valve replacement who are managed with a VKA and have an indication for antiplatelet therapy, addition of aspirin 75 to 100 mg daily may be considered when the risk of bleeding is low.26","For patients with a mechanical SAVR or mitral valve replacement on VKA therapy who require antiplatelet treatment, aspirin 75 to 100 mg daily can be considered if the bleeding risk is minimal."
id_02568,We recommend hospitals develop protocols for postarrest temperature control.,Hospitals are advised to establish guidelines for managing temperature after cardiac arrest.
id_00169,"A person with epistaxis due to trauma should seek medical attention if they experience signs of brain in- jury, obvious nasal deformity, or signs of facial fracture.","If someone has a nosebleed from an injury, they should consult a doctor if they show symptoms of brain injury, have a clear nasal deformity, or exhibit signs of a facial fracture."
id_01608,"In patients with CVD and high thrombotic risk (Table 14) undergoing NCS where interruption of vitamin K antagonist (VKA) is required, preoperative bridging with parenteral heparin can be effective to reduce thromboembolic risk.8–10","For patients with cardiovascular disease and elevated thrombotic risk (refer to Table 14) who need to pause vitamin K antagonist therapy before non-cardiac surgery, using parenteral heparin as a bridging strategy can effectively lower the risk of thromboembolism."
id_00649,"In patients with HCM and systolic dysfunction, diagnostic testing to assess for concomitant causes of systolic dysfunction (eg, CAD) is recommended.4,5","For patients with HCM experiencing systolic dysfunction, it is advised to conduct diagnostic tests to evaluate for additional causes of systolic dysfunction, such as CAD."
id_02569,It is reasonable that temperature control be maintained for at least 24 h after achieving target temperature.,Maintaining temperature control for a minimum of 24 hours after reaching the target temperature is advisable.
id_00650,"In patients with nonobstructive HCM and advanced HF (NYHA functional class III to class IV despite GDMT), CPET should be performed to quantify the degree of functional limitation and aid in selection of patients for heart transplantation or mechanical circulatory support.6,7 Downloaded from http://ahajournals.org by on June 19, 2025","For patients with nonobstructive hypertrophic cardiomyopathy and severe heart failure (classified as NYHA class III or IV despite guideline-directed medical therapy), cardiopulmonary exercise testing is recommended to assess the extent of functional impairment and assist in identifying candidates for heart transplantation or mechanical circulatory support."
id_00170,"It is reasonable for a person experiencing epistaxis who is taking anticoagulant or antiplatelet medication, or who has a blood-clotting disorder, to seek care from a health care professional, unless bleeding has stopped.","Individuals with epistaxis who are on anticoagulant or antiplatelet therapy, or have a clotting disorder, should consider consulting a healthcare provider unless the bleeding has ceased."
id_01129,"In patients with carotid web in the distribution of ischemic stroke refractory to medical man- agement, with no other attributable cause of stroke despite comprehensive workup, carotid stenting or CEA may be considered to prevent recurrent ischemic stroke.748–750","For patients experiencing ischemic stroke due to a carotid web, who do not respond to medical treatment and have no other identified stroke cause after thorough evaluation, carotid stenting or carotid endarterectomy (CEA) can be considered to prevent further ischemic strokes."
id_01130,"In patients with fibromuscular dysplasia (FMD) and a history of ischemic stroke or TIA without other attributable causes, antiplatelet therapy, BP control, and lifestyle modification are recommended for the prevention of future ischemic events.752,753","For patients with fibromuscular dysplasia (FMD) who have experienced an ischemic stroke or TIA with no other identifiable causes, it is advised to use antiplatelet therapy, manage blood pressure, and implement lifestyle changes to prevent future ischemic events."
id_01609,"In patients with preoperative OAC interruption, resumption of OAC is reasonable after hemostasis is achieved.9 *Timing of preoperative interruption is based on patient-specific factors (eg, thrombotic risk, age, sex, body weight, renal clearance), surgical bleeding risk, and drug factors (eg, pharmacokinetics, dosing, drug interactions).","For patients who have had their OAC therapy paused before surgery, it is advisable to restart OAC once hemostasis is confirmed. The timing for stopping OAC before surgery depends on individual patient factors such as thrombotic risk, age, sex, body weight, renal function, the risk of surgical bleeding, and drug-related factors like pharmacokinetics, dosing, and interactions."
id_02090,"For patients with a bioprosthetic TAVI who are at low risk of bleeding, dual- antiplatelet therapy with aspirin 75 to 100 mg and clopidogrel 75 mg may be reasonable for 3 to 6 months after valve implantation.12,13,29","For patients with a bioprosthetic TAVI and a low bleeding risk, it may be appropriate to administer dual antiplatelet therapy consisting of aspirin 75 to 100 mg and clopidogrel 75 mg for a duration of 3 to 6 months following valve implantation."
id_01610,"In patients on stable doses of beta blockers under­ going NCS, beta blockers should be continued through the perioperative period as appropriate based on the clinical circumstances.1,2","For patients receiving consistent beta blocker doses who are undergoing NCS, it is advisable to maintain beta blocker therapy throughout the perioperative period, tailored to the clinical situation."
id_02570,There is insufficient evidence to recommend a specific therapeutic temperature for different subgroups of cardiac arrest patients.,The evidence is inadequate to suggest a particular therapeutic temperature for various subgroups of cardiac arrest patients.
id_02089,"For patients with a mechanical On-X AVR and no thromboembolic risk factors, use of a VKA targeted to a lower INR (1.5–2.0) may be reasonable starting ≥3 months after surgery, with continuation of aspirin 75 to 100 mg daily.27,28","For patients with a mechanical On-X AVR who do not have thromboembolic risk factors, it may be appropriate to use a VKA aimed at a reduced INR range of 1.5–2.0, beginning at least 3 months post-surgery, while continuing daily aspirin at a dose of 75 to 100 mg."
id_00171,The usefulness of cryotherapy (ice) for managing epistaxis in the first aid setting is unknown. Recommendation-Specific Supportive Text,The effectiveness of using cryotherapy (ice) to treat epistaxis in a first aid context is not established.
id_00651,"In patients with nonobstructive HCM and advanced HF (NYHA functional class III to class IV despite GDMT) or with life-threatening ventricular arrhythmias refractory to maximal GDMT, assessment for heart transplantation in accordance with current listing criteria is recommended.8–13","For patients with nonobstructive HCM experiencing severe heart failure (NYHA class III or IV despite optimal GDMT) or those with life-threatening ventricular arrhythmias unresponsive to maximum GDMT, evaluation for heart transplantation following current listing criteria is advised."
id_01131,"In patients with a history of ischemic stroke or TIA attributable to dissection, with FMD, and no evidence of intraluminal thrombus, it is reasonable to administer antiplatelet therapy for the prevention of future ischemic events.","For patients with a history of ischemic stroke or TIA due to dissection, who have FMD and lack intraluminal thrombus, it is appropriate to use antiplatelet therapy to prevent future ischemic events."
id_02571,It may be reasonable to actively prevent fever in patients unresponsive to verbal commands after initial temperature control.,Actively preventing fever might be advisable for patients who do not respond to verbal commands following initial temperature management.
id_01611,"In patients scheduled for elective NCS who have a new indication for beta blockade, beta blockers may be initiated far enough before surgery (optimally >7 days) to permit assessments of tolerability and drug titration if needed.3","For patients undergoing elective non-cardiac surgery with a new need for beta blockers, these medications should ideally be started more than 7 days prior to the procedure to allow for evaluation of tolerance and dosage adjustments if necessary."
id_00172,"In patients who require coronary revascu- larization, treatment decisions should be based on clinical indication, regardless of sex1-7 or race or ethnicity,8-10 and efforts to reduce disparities of care are war- ranted.11,12","For patients needing coronary revascularization, treatment choices should be guided by clinical necessity without considering sex, race, or ethnicity, and actions to minimize care disparities are justified."
id_02091,"For patients with a bioprosthetic TAVI who are at low risk of bleeding, anticoagulation with a VKA to achieve an INR of 2.5 may be reasonable for at least 3 months after valve implantation.23,31–33","For patients with a bioprosthetic TAVI and a low bleeding risk, it may be appropriate to use a VKA to maintain an INR of 2.5 for a minimum of 3 months following valve implantation."
id_00652,"In patients with HCM who develop persistent systolic dysfunction (LVEF <50%), cardiac myosin inhibitors should be discontinued.14","For patients with HCM experiencing ongoing systolic dysfunction (LVEF below 50%), it is advised to stop using cardiac myosin inhibitors."
