id,Year,Page,COR,LOE,Recommendation,SourceFile
id_01708,2022,41,Class 3: Harm,B-R,"In patients with type 2 diabetes and high cardiovascular risk, the dipeptidyl pepti- dase-4 (DPP-4) inhibitors saxagliptin and alogliptin increase the risk of HF hospitaliza- tion and should be avoided in patients with HF.22–24",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01709,2022,41,Class 3: Harm,B-NR,"In patients with HFrEF, NSAIDs worsen HF symptoms and should be avoided or withdrawn whenever possible.25–28",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01710,2022,43,Class 1,A,"In patients with HFrEF, titration of guideline- directed medication dosing to achieve target doses showed to be efficacious in RCTs is rec- ommended, to reduce cardiovascular mortality and HF hospitalizations, unless not well toler- ated.1–10",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01711,2022,43,2A,C-EO,"In patients with HFrEF, titration and optimiza- tion of guideline-directed medications as frequently as every 1 to 2 weeks depending on the patient’s symptoms, vital signs, and labora- tory findings can be useful to optimize manage- ment.",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01712,2022,45,2A,B-R,"For patients with symptomatic (NYHA class II to III) stable chronic HFrEF (LVEF ≤35%) who are receiving GDMT, including a beta blocker at maximum tolerated dose, and who are in sinus rhythm with a heart rate of ≥70 bpm at rest, ivabradine can be beneficial to reduce HF hospitalizations and cardiovascular death.1,2",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01713,2022,46,2B,B-R,"In patients with symptomatic HFrEF despite GDMT (or who are unable to tolerate GDMT), digoxin might be considered to decrease hospi- talizations for HF.1,2",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01714,2022,47,2B,B-R,"In selected high-risk patients with HFrEF and recent worsening of HF already on GDMT, an oral soluble guanylate cyclase stimulator (vericiguat) may be considered to reduce HF hospitalization and cardiovascular death.1",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01715,2022,47,Class 1,A,"In patients with nonischemic DCM or ischemic heart disease at least 40 days post-MI with LVEF ≤35% and NYHA class II or III symp- toms on chronic GDMT, who have reasonable expectation of meaningful survival for >1 year, ICD therapy is recommended for primary pre- vention of SCD to reduce total mortality.1–9 Value Statement: High Value (A)",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01716,2022,47,Class 1,B-R,"In patients at least 40 days post-MI with LVEF ≤30% and NYHA class I symptoms while receiving GDMT, who have reasonable expec- tation of meaningful survival for >1 year, ICD therapy is recommended for primary prevention of SCD to reduce total mortality.6",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01717,2022,47,Class 1,B-R,"For patients who have LVEF ≤35%, sinus rhythm, left bundle branch block (LBBB) with a QRS duration ≥150 ms, and NYHA class II, III, or ambulatory IV symptoms on GDMT, CRT is indicated to reduce total mortality, reduce hospi- talizations, and improve symptoms and QOL.16–21 Value Statement: High Value (B-NR)",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01718,2022,47,2A,B-R,"For patients who have LVEF ≤35%, sinus rhythm, a non-LBBB pattern with a QRS duration ≥150 ms, and NYHA class II, III, or ambulatory class IV symptoms on GDMT, CRT can be useful to reduce total mortality, reduce hospitalizations, and improve symp- toms and QOL.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01719,2022,47,2A,B-R,"In patients with high-degree or complete heart block and LVEF of 36% to 50%, CRT is reasonable to reduce total mortality, reduce hospitalizations, and improve symptoms and QOL.34,35 Downloaded from http://ahajournals.org by on June 19, 2025",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01720,2022,48,2A,B-NR,"For patients who have LVEF ≤35%, sinus rhythm, LBBB with a QRS duration of 120 to 149 ms, and NYHA class II, III, or ambu- latory IV symptoms on GDMT, CRT can be useful to reduce total mortality, reduce hospitalizations, and improve symptoms and QOL.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01721,2022,48,2A,B-NR,"In patients with AF and LVEF ≤35% on GDMT, CRT can be useful to reduce total mortality, improve symptoms and QOL, and increase LVEF, if: a) the patient requires ventricular pac- ing or otherwise meets CRT criteria and b) atrioventricular nodal ablation or pharmacologi- cal rate control will allow near 100% ventricu- lar pacing with CRT.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01722,2022,48,2A,B-NR,"For patients on GDMT who have LVEF ≤35% and are undergoing placement of a new or replacement device implantation with anticipated requirement for significant (>40%) ventricular pacing, CRT can be useful to reduce total mortality, reduce hospitalizations, and improve symptoms and QOL.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01723,2022,48,2A,B-NR,"In patients with genetic arrhythmogenic car- diomyopathy with high-risk features of sudden death, with EF ≤45%, implantation of ICD is reasonable to decrease sudden death.36,37",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01724,2022,48,2B,B-NR,"For patients who have LVEF ≤35%, sinus rhythm, a non-LBBB pattern with QRS dura- tion of 120 to 149 ms, and NYHA class III or ambulatory class IV on GDMT, CRT may be considered to reduce total mortality, reduce hospitalizations, and improve symptoms and QOL.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01725,2022,48,2B,B-NR,"For patients who have LVEF ≤30%, ischemic cause of HF, sinus rhythm, LBBB with a QRS duration ≥150 ms, and NYHA class I symp- toms on GDMT, CRT may be considered to reduce hospitalizations and improve symptoms and QOL.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01726,2022,48,Class 3: No Benefit,B-R,"In patients with QRS duration <120 ms, CRT is not recommended.36–41",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01727,2022,48,Class 3: No Benefit,B-NR,"For patients with NYHA class I or II symptoms and non-LBBB pattern with QRS duration <150 ms, CRT is not recommended.16–21,28–33",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01728,2022,48,Class 3: No Benefit,C-LD,"For patients whose comorbidities or frailty limit survival with good functional capacity to <1 year, ICD and cardiac resynchronization therapy with defibrillation (CRT-D) are not indi- cated.1–9,16–21",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01729,2022,51,Class 1,B-R,"In selected patients with HF, reduced EF (EF ≤35%), and suitable coronary anatomy, surgical revascularization plus GDMT is beneficial to improve symptoms, cardiovascular hospitaliza- tions, and long-term all-cause mortality.1–8",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01730,2022,52,Class 1,B-R,"In patients with HF, VHD should be managed in a multidisciplinary manner in accordance with clini- cal practice guidelines for VHD to prevent wors- ening of HF and adverse clinical outcomes.1–11",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01731,2022,52,Class 1,C-LD,"In patients with chronic severe secondary MR and HFrEF, optimization of GDMT is recom- mended before any intervention for secondary MR related to LV dysfunction.3–5,12–14",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01732,2022,54,2A,B-R,"In patients with HFmrEF, SGLT2i can be ben- eficial in decreasing HF hospitalizations and cardiovascular mortality.1",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01733,2022,54,2B,B-NR,"Among patients with current or previous symp- tomatic HFmrEF (LVEF, 41%–49%), use of evidence-based beta blockers for HFrEF, ARNi, ACEi, or ARB, and MRAs may be considered to reduce the risk of HF hospitalization and cardiovascular mortality, particularly among patients with LVEF on the lower end of this spectrum.2–9",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01734,2022,55,Class 1,B-R,"In patients with HFimpEF after treatment, GDMT should be continued to prevent relapse of HF and LV dysfunction, even in patients who may become asymptomatic.1",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01735,2022,55,Class 1,C-LD,Patients with HFpEF and hypertension should have medication titrated to attain blood pres- sure targets in accordance with published clini- cal practice guidelines to prevent morbidity.1–3,heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01736,2022,55,2A,B-R,"In patients with HFpEF, SGLT2i can be ben- eficial in decreasing HF hospitalizations and cardiovascular mortality.4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01737,2022,55,2A,C-EO,"In patients with HFpEF, management of AF can be useful to improve symptoms.",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01738,2022,55,2B,B-R,"In selected patients with HFpEF, MRAs may be considered to decrease hospitalizations, par- ticularly among patients with LVEF on the lower end of this spectrum.5–7",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01739,2022,55,2B,B-R,"In selected patients with HFpEF, the use of ARB may be considered to decrease hospital- izations, particularly among patients with LVEF on the lower end of this spectrum.8,9",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01740,2022,55,2B,B-R,"In selected patients with HFpEF, ARNi may be considered to decrease hospitalizations, par- ticularly among patients with LVEF on the lower end of this spectrum.10,11",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01741,2022,55,Class 3: No Benefit,B-R,"In patients with HFpEF, routine use of nitrates or phosphodiesterase-5 inhibitors to increase activity or QOL is ineffective.12,13 *See Section 7.2, “Diuretics and Decongestion Strategies in Patients with HF,” and Section 10.2, “Management of Atrial Fibrillation (AF) in HF” for recom- mendations for use of diuretics and management of AF in HF. Downloaded from http://ahajournals.org by on June 19, 2025",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01742,2022,58,Class 1,B-NR,Patients for whom there is a clinical suspi- cion for cardiac amyloidosis*1–5 should have screening for serum and urine monoclonal light chains with serum and urine immuno- fixation electrophoresis and serum free light chains.6,heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01743,2022,58,Class 1,B-NR,"In patients with high clinical suspicion for car- diac amyloidosis, without evidence of serum or urine monoclonal light chains, bone scintigra- phy should be performed to confirm the pres- ence of transthyretin cardiac amyloidosis.7",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01744,2022,58,Class 1,B-NR,"In patients for whom a diagnosis of transthyre- tin cardiac amyloidosis is made, genetic testing with TTR gene sequencing is recommended to differentiate hereditary variant from wild-type transthyretin cardiac amyloidosis.8 *LV wall thickness ≥14 mm in conjunction with fatigue, dyspnea, or edema, especially in the context of discordance between wall thickness on echocardiogram and QRS voltage on ECG, and in the context of aortic ste- nosis, HFpEF, carpal tunnel syndrome, spinal stenosis, and autonomic or sensory polyneuropathy.",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01745,2022,60,Class 1,B-R,"In select patients with wild-type or variant trans- thyretin cardiac amyloidosis and NYHA class I to III HF symptoms, transthyretin tetramer sta- bilizer therapy (tafamidis) is indicated to reduce cardiovascular morbidity and mortality.1 Value Statement: Low Value (B-NR)",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01746,2022,60,2A,C-LD,"In patients with cardiac amyloidosis and AF, anticoagulation is reasonable to reduce the risk of stroke regardless of the CHA2DS2-VASc (congestive heart failure, hypertension, age ≥75 years, diabetes mellitus, stroke or transient ischemic attack [TIA], vascular disease, age 65 to 74 years, sex category) score.3,4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01747,2022,61,Class 1,C-LD,"In patients with advanced HF, when consistent with the patient’s goals of care, timely refer- ral for HF specialty care is recommended to review HF management and assess suitability for advanced HF therapies (eg, LVAD, cardiac transplantation, palliative care, and palliative inotropes).1–6",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01748,2022,62,2B,C-LD,"For patients with advanced HF and hypona- tremia, the benefit of fluid restriction to reduce congestive symptoms is uncertain.1–4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01749,2022,63,2A,B-NR,"In patients with advanced (stage D) HF refrac- tory to GDMT and device therapy who are eligible for and awaiting MCS or cardiac trans- plantation, continuous intravenous inotropic support is reasonable as “bridge therapy.”1–4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01750,2022,63,2B,B-NR,"In select patients with stage D HF, despite optimal GDMT and device therapy who are ineligible for either MCS or cardiac transplan- tation, continuous intravenous inotropic sup- port may be considered as palliative therapy for symptom control and improvement in func- tional status.5–7",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01751,2022,63,Class 3: Harm,B-R,"In patients with HF, long-term use of either continuous or intermittent intravenous inotropic agents, for reasons other than palliative care or as a bridge to advanced therapies, is potentially harmful.5,6,8–11",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01752,2022,64,Class 1,A,"In select patients with advanced HFrEF with NYHA class IV symptoms who are deemed to be dependent on continuous intravenous inotropes or temporary MCS, durable LVAD implantation is effective to improve functional status, QOL, and survival.1–18",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01753,2022,64,2A,B-R,"In select patients with advanced HFrEF who have NYHA class IV symptoms despite GDMT, durable MCS can be beneficial to improve symptoms, improve functional class, and reduce mortality.2,4,7,10,12–17,19 Value Statement: Uncertain Value (B-NR)",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01754,2022,64,2A,B-NR,"In patients with advanced HFrEF and hemody- namic compromise and shock, temporary MCS, including percutaneous and extracorporeal ventricular assist devices, are reasonable as a “bridge to recovery” or “bridge to decision.”25–29",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01755,2022,66,Class 1,C-LD,"For selected patients with advanced HF despite GDMT, cardiac transplantation is indi- cated to improve survival and QOL.1–3 Value Statement: Intermediate Value (C-LD)",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01756,2022,66,Class 1,C-LD,"In patients hospitalized with HF, severity of con- gestion and adequacy of perfusion should be assessed to guide triage and initial therapy.1–5",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01757,2022,66,Class 1,C-LD,"In patients hospitalized with HF, the common precipitating factors and the overall patient trajectory should be assessed to guide appro- priate therapy.5,6 Goals for Optimization and Continuation of GDMT",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01758,2022,66,Class 1,C-LD,"For patients admitted with HF, treatment should address reversible factors, establish optimal volume status, and advance GDMT toward targets for outpatient therapy.6",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01759,2022,68,Class 1,B-NR,"In patients with HFrEF requiring hospitalization, preexisting GDMT should be continued and optimized to improve outcomes, unless contra- indicated.1–5",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01760,2022,68,Class 1,B-NR,"In patients experiencing mild decrease of renal function or asymptomatic reduction of blood pressure during HF hospitalization, diuresis and other GDMT should not routinely be discontin- ued.6–11",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01761,2022,68,Class 1,B-NR,"In patients with HFrEF, GDMT should be initi- ated during hospitalization after clinical stability is achieved.2,3,5,12–18",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01762,2022,68,Class 1,B-NR,"In patients with HFrEF, if discontinuation of GDMT is necessary during hospitalization, it should be reinitiated and further optimized as soon as possible.19–22",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01763,2022,69,Class 1,B-NR,Patients with HF admitted with evidence of significant fluid overload should be promptly treated with intravenous loop diuretics to improve symptoms and reduce morbidity.1,heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01764,2022,69,Class 1,B-NR,"For patients hospitalized with HF, therapy with diuretics and other guideline-directed medica- tions should be titrated with a goal to resolve clinical evidence of congestion to reduce symp- toms and rehospitalizations.1–6",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01765,2022,69,Class 1,B-NR,"For patients requiring diuretic treatment during hospitalization for HF, the discharge regimen should include a plan for adjustment of diuret- ics to decrease rehospitalizations.7",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01766,2022,69,2A,B-NR,"In patients hospitalized with HF when diuresis is inadequate to relieve symptoms and signs of congestion, it is reasonable to intensify the diuretic regimen using either: a. higher doses of intravenous loop diuretics.1,3); or b. addition of a second diuretic.3",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01767,2022,70,2B,B-NR,"In patients who are admitted with decompen- sated HF, in the absence of systemic hypoten- sion, intravenous nitroglycerin or nitroprusside may be considered as an adjuvant to diuretic therapy for relief of dyspnea.1,2",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01768,2022,71,Class 1,B-R,"In patients hospitalized with HF, prophylaxis for VTE is recommended to prevent venous throm- boembolic disease.1–3",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01769,2022,71,Class 1,B-NR,"In patients with cardiogenic shock, intravenous inotropic support should be used to maintain systemic perfusion and preserve end-organ performance.1–8",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01770,2022,71,2A,B-NR,"In patients with cardiogenic shock, temporary MCS is reasonable when end-organ function cannot be maintained by pharmacologic means to support cardiac function.9–17",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01771,2022,71,2A,B-NR,"In patients with cardiogenic shock, manage- ment by a multidisciplinary team experienced in shock is reasonable.17–22",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01772,2022,71,2B,B-NR,"In patients presenting with cardiogenic shock, placement of a PA line may be considered to define hemodynamic subsets and appropriate management strategies.23–27",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01773,2022,71,2B,C-LD,"For patients who are not rapidly responding to initial shock measures, triage to centers that can provide temporary MCS may be consid- ered to optimize management.17–22",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01774,2022,73,Class 1,B-R,"In patients with high-risk HF, particularly those with recurrent hospitalizations for HFrEF, refer- ral to multidisciplinary HF disease management programs is recommended to reduce the risk of hospitalization.1–4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01775,2022,73,Class 1,B-NR,"In patients hospitalized with worsening HF, patient-centered discharge instructions with a clear plan for transitional care should be pro- vided before hospital discharge.5,6",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01776,2022,73,2A,B-NR,"In patients hospitalized with worsening HF, participation in systems that allow benchmark- ing to performance measures is reasonable to increase use of evidence-based therapy, and to improve quality of care.7–10",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01777,2022,73,2A,B-NR,"In patients being discharged after hospital- ization for worsening HF, an early follow-up, generally within 7 days of hospital discharge, is reasonable to optimize care and reduce rehos- pitalization.11,12",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01778,2022,75,2A,B-R,"In patients with HFrEF and iron deficiency with or without anemia, intravenous iron replace- ment is reasonable to improve functional status and QOL.1–4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01779,2022,75,Class 3: Harm,B-R,"In patients with HF and anemia, erythropoietin- stimulating agents should not be used to improve morbidity and mortality.5,6 Management of Hypertension",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01780,2022,75,Class 1,C-LD,"In patients with HFrEF and hypertension, uptitration of GDMT to the maximally tolerated target dose is recommended.7,8 Management of Sleep Disorders",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01781,2022,75,2A,C-LD,"In patients with HF and suspicion of sleep-dis- ordered breathing, a formal sleep assessment is reasonable to confirm the diagnosis and differentiate between obstructive and central sleep apnea.9,10",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01782,2022,75,2A,B-R,"In patients with HF and obstructive sleep apnea, continuous positive airway pressure may be reasonable to improve sleep quality and decrease daytime sleepiness.9,11–13",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01783,2022,75,Class 3: Harm,B-R,"In patients with NYHA class II to IV HFrEF and central sleep apnea, adaptive servo-ventilation causes harm.11,12 Management of Diabetes",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01784,2022,75,Class 1,A,"In patients with HF and type 2 diabetes, the use of SGLT2i is recommended for the man- agement of hyperglycemia and to reduce HF- related morbidity and mortality.14–17",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01785,2022,78,Class 1,A,Patients with chronic HF with permanent-per- sistent-paroxysmal AF and a CHA2DS2-VASc score of ≥2 (for men) and ≥3 (for women) should receive chronic anticoagulant therapy.1–5,heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01786,2022,78,Class 1,A,"For patients with chronic HF with permanent- persistent-paroxysmal AF, DOAC is recom- mended over warfarin in eligible patients.2–10",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01787,2022,78,2A,B-R,"For patients with HF and symptoms caused by AF, AF ablation is reasonable to improve symp- toms and QOL.11–14",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01788,2022,78,2A,B-R,"For patients with AF and LVEF ≤50%, if a rhythm control strategy fails or is not desired, and ventricular rates remain rapid despite medi- cal therapy, atrioventricular nodal ablation with implantation of a CRT device is reasonable.15–22",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01789,2022,78,2A,B-NR,"For patients with chronic HF and permanent- persistent-paroxysmal AF, chronic anticoagulant therapy is reasonable for men and women with- out additional risk factors.23–26",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01790,2022,79,Class 1,C-LD,"In vulnerable patient populations at risk for health disparities, HF risk assessments and multidisciplinary management strategies should target both known risks for CVD and social determinants of health, as a means toward elimination of disparate HF outcomes.1–6",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01791,2022,79,Class 1,C-LD,"Evidence of health disparities should be moni- tored and addressed at the clinical practice and the health care system levels.7–13 *This section crosslinks to Section 7.1.1, “Stage C Nonpharmacological In- terventions and Self-Care Support in HF,” where screening and interventions for social determinants of health are now addressed.",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01792,2022,81,Class 1,B-NR,"In patients who develop cancer therapy–related cardiomyopathy or HF, a multidisciplinary discussion involving the patient about the risk- benefit ratio of cancer therapy interruption, dis- continuation, or continuation is recommended to improve management.1,2",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01793,2022,81,2A,B-NR,"In asymptomatic patients with cancer therapy– related cardiomyopathy (EF <50%), ARB, ACEi, and beta blockers are reasonable to prevent progression to HF and improve cardiac function.2–4",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
id_01794,2022,81,2A,B-NR,"In patients with cardiovascular risk factors or known cardiac disease being considered for potentially cardiotoxic anticancer therapies, pretherapy evaluation of cardiac function is rea- sonable to establish baseline cardiac function and guide the choice of cancer therapy.2,5–16",heidenreich-et-al-2022-aha-acc-hfsa-guideline-for-the-management-of-heart-failure-a-report-of-the-american-college-of.pdf
