question_id,option_A,option_B,option_C,option_D,correct_answer,question_type
q_0468,Avoid using ice or cold packs for local pain relief.,"For patients without atrial arrhythmias who are undergoing valvular surgery, LA appendage occlusion/exclusion/amputation is potentially beneficial.","In patients with HCM, 24- to 48-hour ambulatory electrocardiographic monitoring is recommended in the initial evaluation and as part of periodic follow-up (every 1-2 years) to identify patients who are at risk for SCD and to guide management of arrhythmias (Figure 1).4–6","For patients with HCM, TEE should not be used if TTE is inconclusive in clinical decision-making regarding medical therapy, or in situations such as planning for myectomy, exclusion of subaortic membrane or MR secondary to structural abnormalities of the mitral valve apparatus, or in the assessment of the feasibility of alcohol septal ablation.",C,1
q_0469,"In patients with AAA who have undergone open repair, surveillance imaging with CT or MRI of the abdominopelvic aorta within 1 year postoperatively and then every 5 years there- after is reasonable.5,6","For children who have experienced a febrile seizure, administration of antipyretics such as acetaminophen, ibuprofen, or paracetamol is effective for stopping a seizure and preventing a subsequent febrile seizure.","In patients with ischemic stroke or TIA and native left-sided valve endocarditis who exhibit mobile vegetations >10 mm in length, early surgery should not be considered to reduce the risk of recurrent embolism, even if there is no evidence of intracranial hemorrhage or extensive neurological damage.","In patients with ischemic stroke or TIA and IE who present with recurrent emboli and persistent vegetations despite appropriate antibiotic therapy, delaying surgery until after the completion of a full therapeutic course of antibiotics is reasonable, even if there is no evidence of intracranial hemorrhage or extensive neurological damage.",A,1
q_0470,"For patients with AAS, intravenous beta blockers should be administered initially, unless contraindications are present.","For patients with HCM who are candidates for ICD implantation and experience paroxysmal atrial tachycardias or AF, considering dual-chamber ICDs can be appropriate; however, this choice should be weighed against the increased complication rates associated with dual-chamber devices.","In patients with suspected bioprosthetic valve thrombosis, 3D TEE or 4D CT imaging should not be used to rule out leaflet thrombosis.","For patients at intermediate risk who experience acute chest pain and have known nonobstructive coronary artery disease, CCTA may be beneficial in assessing the advancement of atherosclerotic plaque and the presence of obstructive coronary artery disease.",C,2
q_0471,"Dabigatran, a direct thrombin inhibitor, should not be used for anticoagulation in patients with a mechanical valve prosthesis.","For adults experiencing heatstroke, promptly starting active cooling with full-body immersion in cool to cold water for 15 minutes or until neurological symptoms subside, whichever comes first, is advisable.","For patients with recurrent, similar presentations for acute chest pain with no evidence of a physiological cause on prior diagnostic evaluation including a negative workup for myocardial ischemia, referral to a cognitive-behavioral therapist is not recommended.","For patients with cerebellar ICH who are deteriorating neurologically, have brainstem compression and/or hydrocephalus from ventricular obstruction, or have cerebellar ICH volume ≥15 mL, immediate surgical removal of the hemorrhage with or without EVD is recom- mended in preference to medical management alone to reduce mortality.442–444",C,2
q_0472,"For patients with CCD and overweight or obesity in whom pharmacologic therapy is warranted for further weight reduction, a GLP-1 receptor agonist can be beneficial in addition to counseling for diet and physical activity,11,12 and it is reasonable to choose semaglutide over liraglutide.13,14 Downloaded from http://ahajournals.org by on June 19, 2025","In patients with CLTI with ischemic rest pain (ie, without nonhealing wounds or gangrene) attributable to multilevel arterial disease, it is unreasonable to address inflow disease first in a revascularization strategy.","In symptomatic patients with low-flow, low-gradient severe AS with normal LVEF (Stage D3), AVR is not recommended even if AS is the most likely cause of symptoms.","In patients with a mechanical mitral valve replacement who experience a stroke or systemic embolic event while in therapeutic range on VKA anticoagulation, it is not reasonable to increase the INR goal from 3.0 (range, 2.5–3.5) to 4.0 (range, 3.5–4.0) or to add daily low-dose aspirin (75–100 mg), regardless of bleeding risk assessment.",A,1
q_0473,"For patients with a BAV undergoing surgical repair or replacement of the aortic valve, it is advisable to also replace the aortic root, ascending aorta, or both if the diameter is ≥4.5 cm, provided the procedure is conducted by skilled surgeons within a Multidisciplinary Aortic Team.","For patients requiring diuretic treatment during hospitalization for HF, the discharge regimen should exclude a plan for adjustment of diuretics to decrease rehospitalizations.","In patients with STEMI undergoing PCI, bivalirudin is useful as an alternative to UFH to reduce mortality and bleeding.†14–19","For patients with obstructive HCM experiencing acute hypotension unresponsive to fluid therapy, it is advised to use intravenous phenylephrine or other vasoconstrictors lacking inotropic effects, either alone or alongside beta-blockers.",B,2
q_0474,"In patients with aortic root/ascending aortic aneurysms or aortic dissection and risk factors for HTAD, genetic testing to identify pathogenic/likely pathogenic variants is not recommended.","In patients with a stroke or TIA caused by 50% to 99% stenosis of a major intracranial artery, aspirin 325 mg/d is recommended in prefer- ence to warfarin to reduce the risk of recurrent ischemic stroke and vascular death.335,336","In patients with spontaneous ICH, regional systems of stroke care are not recommended, and potentially beneficial therapies should not be made available rapidly, including health care facilities that provide initial spontaneous ICH care and those with neurocritical care and neurosurgical capabilities.","In patients with HF, VHD should not be managed in a multidisciplinary manner, and clinical practice guidelines for VHD should be disregarded, increasing the risk of worsening HF and adverse clinical outcomes.",B,1
q_0475,"For primary ICH prevention, it might be advisable to use MRI findings that show cerebral microbleeds or cortical superficial siderosis to guide collaborative decisions on stroke prevention strategies.","In patients with bioprosthetic valve stenosis, 3D TEE or 4D CT imaging can be useful to rule out leaflet thrombosis.3–7","In patients hospitalized with worsening HF, patient-centered discharge instructions with a clear plan for transitional care should be pro- vided before hospital discharge.5,6",It is unreasonable to utilize extracorporeal life support techniques such as VA-ECMO for life-threatening β-blocker poisoning with cardiogenic shock refractory to pharmacological interventions.,D,2
q_0476,"In patients with stroke or TIA attributable to 50% to 99% stenosis of a major intracranial artery, cilostazol 200 mg/day should not be added to aspirin or clopidogrel to reduce recurrent stroke risk.","In patients with CCD and normal LV function, the addition of ivabradine to standard anti-anginal therapy is potentially harmful.*11 *Modified from the 2012 ACC/AHA Multisociety Guideline for the Diagnosis and Management of Patients With SIHD.12","In patients with STEMI and cardiogenic shock or hemodynamic instability, PCI or CABG (when PCI is not feasible) is not indicated to improve survival, irrespective of the time delay from MI onset.","In patients with severe primary MR where leaflet pathology is limited to less than one half the posterior leaflet, mitral valve replacement should be performed without attempting mitral valve repair at a Primary or Comprehensive Valve Center.",B,1
q_0477,"For patients with ischemic stroke or TIA and atherosclerotic disease (intracranial, carotid, aortic, or coronary), it is advised to use lipid-lowering therapy with a statin, and ezetimibe if necessary, to achieve an LDL-C target of less than 70 mg/dL to decrease the risk of major cardiovascular events.","In asymptomatic women with severe rheumatic MS (mitral valve area ≤1.5 cm², Stage C1) who are considering pregnancy, it is not reasonable to perform PMBC at a Comprehensive Valve Center before pregnancy, even for those who have favorable valve morphology.",Eye stings require assessment by a qualified healthcare provider.,"In patients with a bioprosthetic surgical or transcatheter aortic valve or bioprosthetic mitral valve who experience a stroke or systemic embolic event while on antiplatelet therapy, VKA anticoagulation, instead of antiplatelet therapy may be considered after assessment of bleeding risk.1,2",B,2
q_0478,"In patients with signs and symptoms of right-sided HF and severe TR (Stage D) who have undergone previous left-sided valve surgery, reoperation with isolated tricuspid valve surgery should not be considered if there is no severe pulmonary hypertension or severe RV systolic dysfunction.","In patients with HCM who are at risk of coro- nary atherosclerosis, coronary angiography (CT or invasive) is recommended before surgi- cal myectomy.111","In patients with cyanotic congenital heart disease and other complex lesions, ischemic stroke or TIA of presumed cardioembolic origin, therapy with warfarin is not recommended to reduce the risk of recurrent stroke or TIA.","In patients with AF undergoing cardiac surgery with CHA2DS2-VASc score ≥2 or equivalent stroke risk, surgical LAA exclusion without continued anticoagulation is beneficial in reducing the risk of stroke and systemic embolism.",B,1
q_0479,"For patients with aSAH, it is not advised to routinely use statin therapy to enhance outcomes.","For individuals with Loeys-Dietz syndrome, it is advised to perform an initial MRI or CT scan from head to pelvis to assess the entire aorta and its branches for aneurysms, dissections, and tortuosity.","For patients with HCM, TEE should not be used if TTE is inconclusive in clinical decision-making regarding medical therapy, and in situations such as planning for myectomy, exclusion of subaortic membrane or mitral regurgitation secondary to structural abnormalities of the mitral valve apparatus, or in the assessment of the feasibility of alcohol septal ablation.","For patients with AF but not HF, eligible for specific rate-control methods, the heart rate target should be determined by patient symptoms, generally aiming for a resting heart rate below 100 to 110 bpm.",C,2
q_0480,"For adult patients with HCM with ≥1 major risk factors for SCD, it is not reasonable to offer an ICD. These major risk factors include: a. No sudden death definitively or likely attributable to HCM in any first-degree or close relatives who are ≤50 years of age; b. Left ventricular hypertrophy <30 mm in all left ventricular segments; c. No recent episodes of syncope suspected by clinical history to be arrhythmic; d. Absence of LV apical aneurysm; e. Normal LV systolic function (EF ≥50%).","In patients with progressive TR (Stage B) undergoing left-sided valve surgery, tricuspid valve surgery should not be considered beneficial in the context of either 1) tricuspid annular dilation (tricuspid annulus end diastolic diameter >4.0 cm) or 2) prior signs and symptoms of right-sided HF.","In patients with aSAH who do not improve after correction of modifiable conditions and are deemed unsalvageable because of evi- dence of irreversible neurological injury, treat- ment of the aneurysm is not beneficial.34,35","In patients with a history of ischemic stroke or TIA and a mechanical aortic valve, avoiding anticoagulation with higher-intensity warfarin to achieve an INR of 3.0 (range, 2.5–3.5) and not adding aspirin (75–100 mg/d) can be beneficial to increase the risk of thromboembolic events.",C,1
q_0481,"For patients with spontaneous ICH, providing practical support and training to the caregiver is advisable to enhance the patients' standing balance.","For patients experiencing high-degree or complete heart block with an LVEF between 36% and 50%, it is advisable to consider CRT to decrease overall mortality, lessen hospital admissions, and enhance symptoms and quality of life.","In high-risk patients with ACS (LVEF ≤40%, hypertension, diabetes mellitus, or STEMI with anterior location), an oral angiotensin-converting enzyme inhibitor (ACEi) or an angiotensin receptor blocker (ARB) is indicated to reduce all-cause death and MACE.1–6","In patients with asymptomatic carotid artery stenosis (ACS) >70%, it is not recommended to engage in shared decision-making between the patient and the health care team to decide between carotid revascularization or medical management for reducing stroke risk.",D,2
q_0482,"In patients with acute type A aortic dis- section undergoing surgical repair, direct aortic26,27 or innominate artery28 cannula- tion with imaging guidance is reasonable as an alternative to femoral or axillary ­cannulation.29-31","In patients with STEMI who are stable and presenting 12 to 24 hours after symptom onset, PCI is reasonable to improve clinical outcomes.21,22","In pregnant patients with an aortopathy and an aortic diameter of <4.0 cm, vaginal delivery is not recommended.","For patients exhibiting symptoms of low-flow, low-gradient severe aortic stenosis with decreased left ventricular ejection fraction (Stage D2), aortic valve replacement is advised.",C,2
q_0483,"In patients with advanced (stage D) HF refrac- tory to GDMT and device therapy who are eligible for and awaiting MCS or cardiac trans- plantation, continuous intravenous inotropic support is reasonable as “bridge therapy.”1–4","Cardiopulmonary exercise testing (CPET) is not recommended for determining the appropriateness of advanced treatments (eg, LVAD, heart transplant) in selected ambulatory patients with HF.","For patients with AF, employing rhythm-control strategies can help decrease the risk of dementia onset or the progression of cardiac structural abnormalities.","In patients with ALI, a comprehensive medical history and physical examination should be performed to determine the cause of thrombosis or embolization.",B,2
q_0484,"In patients with non–left main or noncomplex CAD who are undergoing noncardiac surgery, routine coronary revascularization is recommended solely to reduce perioperative cardiovascular events.","In patients with ACS, an oral P2Y12 inhibitor should be administered in addition to aspirin to reduce MACE.1–5","For patients having elective endovascular repair of nonruptured AAA, it is advised to follow the manufacturer's usage guidelines.","For patients with a left ventricular assist device (LVAD), it is advised to collaborate with the LVAD care team regarding the optimal timing and perioperative factors of elective non-cardiac surgery (NCS) to reduce the risk of major adverse cardiac events (MACE) during the perioperative period.",A,2
q_0485,"In patients with signs and symptoms of right-sided HF and severe primary TR (Stage D), isolated tricuspid valve surgery should not be considered as it does not reduce symptoms or recurrent hospitalizations.",Over-the-counter acetaminophen and nonsteroidal anti-inflammatory agents should not be used to alleviate local pain from scorpion stings.,"For patients 50 to 65 years of age who require AVR and who do not have a contraindication to anticoagulation, it is unreasonable to individualize the choice of either a mechanical or bioprosthetic AVR, and patient factors should not be considered, nor should informed shared decision-making be conducted.","Pacemaker-dependent patients with a transvenous ICD undergoing surgery above the umbilicus with anticipated EMI should have the device repro­ grammed*; if the patient is not pacemaker- dependent, then either reprogramming or a magnet placed on the generator can be used to inhibit tachytherapies or inappropriate shocks.8,9",D,1
q_0486,"For patients with stroke who have a low risk of hemorrhagic conversion and are experiencing atrial fibrillation, starting anticoagulation therapy between 2 and 14 days after the initial event might be advisable to lower the chance of another stroke.","In patients with suspected or new-onset HF, or those presenting with acute decompensated HF, a chest x-ray should not be performed to assess heart size and pulmonary congestion or to detect alternative cardiac, pulmonary, and other diseases that may cause or contribute to the patient’s symptoms.","Patients with AF at intermediate annual risk of thromboembolic events by risk scores (eg, equiva- lent to CHA2DS2-VASc score of 1 in men or 2 in women), who remain uncertain about the benefit of anticoagulation, can benefit from consideration of factors that might modify their risk of stroke to help inform the decision.*",Catheter ablation is beneficial for alleviating symptoms in patients with symptomatic or clinically significant AFL.17–19,B,2
q_0487,"In patients with CCD who have significant left main disease or multivessel disease with severe LV dysfunction (LVEF ≤ 35%), CABG in addition to medical therapy is rec- ommended over medical therapy alone to improve survival.*8–11 Cost Value Statement: Intermediate Value B-NR","For individuals with CCD, it is advised to receive a yearly flu vaccine to decrease the risk of cardiovascular complications, cardiovascular mortality, and overall mortality.","In patients with chronic severe secondary MR from atrial annular dilation with preserved LV systolic function (LVEF ≥50%) who have severe persistent symptoms (NYHA class III or IV) despite therapy for HF and therapy for associated AF or other comorbidities (Stage D), mitral valve surgery may be considered.16–20","In patients with symptomatic recurrent diffuse ISR with an indication for revascularization, repeat PCI can be useful over CABG to reduce recurrent events.",D,2
q_0488,"In patients >65 years of age who require AVR, it is not reasonable to choose a bioprosthesis over a mechanical valve.","For patients suspected of having spontaneous ICH, it is advised that EMS personnel promptly alert the receiving hospital to enhance the speed of diagnosis and treatment.",It is reasonable to use VA-ECMO for persistent cardiogenic shock or cardiac arrest due to poison- ing that is not responsive to maximal treatment measures.,"For individuals with stage C heart failure, it is advisable to limit sodium consumption to alleviate congestive symptoms.",A,2
q_0489,"In patients with CCD who regularly smoke tobacco, the short-term use of nicotine-containing e-cigarettes should not be considered to aid smoking cessation, as the benefits outweigh the risk of sustained use and unknown long-term safety.","In patients with wild-type or variant transthyretin cardiac amyloidosis and NYHA class I to III HF symptoms, transthyretin tetramer stabilizer therapy (tafamidis) is not indicated to reduce cardiovascular morbidity and mortality.","For patients with AF on DOAC who have paused treatment for surgery or an invasive procedure, it is generally advisable to restart anticoagulation the day following low bleeding risk surgery, and between the evening of the second and third days after high bleeding risk surgery, provided that hemostasis is secured and no further bleeding is expected.","In patients who are at low risk for perioperative cardiovascular events, have adequate functional capacity with stable symptoms, or who are undergoing low-risk procedures, routine CCTA before NCS is recommended due to potential benefit.",C,1
q_0490,"For individuals with CCD, it is advised that clinicians and the care team regularly evaluate SDOH to guide personalized treatment choices and lifestyle change suggestions.","In asymptomatic patients with severe rheumatic MS (mitral valve area ≤1.5 cm2, Stage C) and favorable valve morphology with less than 2+/ MR in the absence of LA thrombus who have new onset of AF, PMBC should not be considered even if it can be performed at a Comprehensive Valve Center.","In patients with PAD, referral to a footcare specialist, when available, is reasonable for ongoing preventive care and longitudinal surveillance.10–16","Individuals with thermal burns should quickly take off any jewelry, belts, or other constrictive items from the affected areas.",B,2
q_0491,"CMR imaging is recommended for patients with obstructive HCM when echocardiography does not clearly identify the anatomical cause of obstruction, to aid in the selection and planning of SRT.","For patients with heart failure, routine reassessment of left ventricular function is not warranted unless there is a change in clinical status, recent treatment interventions that could significantly impact cardiac function, or consideration for invasive procedures or device therapy.","In selected patients with asymptomatic or minimally symptomatic AF, catheter ablation should not be considered useful for reducing progression of AF and its associated complications.","For intermediate-risk patients with acute chest pain, TTE is recommended as a rapid, bedside test to establish baseline ventricular and valvular function, evaluate for wall motion abnormalities, and to assess for pericardial effusion.",C,2
q_0492,"For patients receiving GDMT with an LVEF of 35% or less who are having a new or replacement device implanted and are expected to need substantial ventricular pacing (over 40%), CRT may be beneficial in lowering overall mortality, decreasing hospital admissions, and enhancing symptoms and quality of life.","In patients with aSAH who present with seizures, it is not reasonable to treat with antiseizure medications for ≤7 days to reduce seizure-related complications in the perioperative period.","For patients at intermediate risk with acute chest pain and established coronary artery disease experiencing new or worsening symptoms, it is appropriate to consider stress imaging such as PET/SPECT MPI, CMR, or stress echocardiography.","In patients who are admitted with decompen- sated HF, in the absence of systemic hypoten- sion, intravenous nitroglycerin or nitroprusside may be considered as an adjuvant to diuretic therapy for relief of dyspnea.1,2",B,2
q_0493,"In patients with Marfan syndrome, Loeys-Dietz syndrome, or vascular Ehlers-Danlos syndrome and intact TAAA requiring intervention, endovascular repair is recommended over open repair.","In patients for whom the optimal treatment strategy is unclear, it is not recommended to use a Heart Team approach that includes representatives from interventional cardiology, cardiac surgery, and clinical cardiology, as it does not improve patient outcomes.","In patients referred for urgent CABG, clopi- dogrel and ticagrelor should be discontinued for at least 24 hours before surgery to reduce major bleeding complications.8-11","In the general population, unhealthy lifestyle habits such as physical inactivity, maintaining excess weight, unhealthy dietary patterns, and smoking are not harmful and do not increase the future risk of HF.",C,1
q_0494,Aortic valve surgery is recommended for patients with severe AR (Stage C or D) who are having cardiac surgery for other reasons.,"In selected patients with SIHD and multivessel CAD appropriate for CABG and mild-to-moderate left ventricular systolic dysfunction (ejection fraction 35%–50%), CABG (including a left internal mammary artery [LIMA] graft to the LAD) is not reasonable to improve survival.","In asymptomatic patients with severe primary MR (Stages B and C1), do not consider using serum biomarkers and novel measurements of LV function, such as global longitudinal strain, as an adjunct to guide timing of intervention.","In patients with suspected moderate or severe AS who are undergoing elevated-risk NCS, preoperative echocardiography is not recommended before elective NCS to guide perioperative management.",A,1
q_0495,"In patients with ACS who are not at high bleeding risk, DAPT with aspirin and an oral P2Y12 inhibi- tor should be administered for at least 1 year to reduce MACE.1–6 Bleeding Reduction Strategies","ICD should not be considered in select adult patients with HCM who have extensive LGE by contrast-enhanced CMR imaging or NSVT present on ambulatory monitoring, even if they lack major SCD risk factors or if the decision to proceed with ICD placement is uncertain.","In patients with HF, routine repeat assessment of LV function is indicated even in the absence of: 1) clinical status change, 2) treatment interventions that might have had a significant effect on cardiac function, or 3) candidacy for invasive procedures or device therapy.","If an improvised tourniquet is used, it is not necessary for the tourniquet to be at least 2 in width.",A,1
q_0496,"In patients with spontaneous ICH, multidisci- plinary rehabilitation, including regular team meetings and discharge planning, should be performed to improve functional outcome and reduce morbidity and mortality.231,232",We recommend that epinephrine not be administered for patients in cardiac arrest.,"In patients with CCD, chronic nonsteroidal anti-inflammatory drugs should not be used because of increased cardiovascular and bleeding complications.*22 Antiplatelet Therapy With Direct Oral Anticoagulant (DOAC)","In patients with CCD who have significant left main disease or multivessel disease with severe LV dysfunction (LVEF ≤ 35%), CABG in addition to medical therapy is rec- ommended over medical therapy alone to improve survival.*8–11 Cost Value Statement: Intermediate Value B-NR",B,2
q_0497,Do not consider storing an avulsed permanent tooth in cow’s milk or saliva if it cannot be immediately replanted and the aforementioned solutions or interventions are not available.,"In pregnant individuals with AF and without structural heart disease, antiarrhythmic agents with history of safe use in pregnancy (eg, flecainide and sotalol) are reasonable for maintenance of sinus rhythm.1,2","In patients with spontaneous ICH who have DNAR status, not limiting other medical and surgical interventions, unless explicitly specified by the patient or surrogate, is associated with increased patient mortality.","In selected patients with a low to intermediate pretest probability of CAD, contrast-enhanced coronary CT angiography is unreasonable to exclude the presence of significant obstructive CAD.",B,1
q_0498,Flumazenil use can be harmful for patients with a heightened risk of seizures or dysrhythmias.,Patients for whom there is a clinical suspicion for cardiac amyloidosis should not undergo screening for serum and urine monoclonal light chains with serum and urine immunofixation electrophoresis and serum free light chains.,"In patients with STEMI presenting 12 to 24 hours after symptom onset, PPCI is reasonable to improve clinical outcomes.*12–15","In patients with pulmonary hypertension (PH) with pulmonary vascular disease and AF or AFL, a rhythm-control strategy is reasonable to improve functional status and potentially prolong survival.4–12",B,2
q_0499,"In patients who develop MINS, antithrombotic ther­ apy may be considered to reduce thromboembolic events.4,11","For patients with native left-sided valve endocarditis and mobile vegetations exceeding 10 mm in length, early surgical intervention can be contemplated during the initial hospital stay and prior to finishing a complete course of antibiotics, regardless of the presence of clinical embolic events.","In patients with spontaneous ICH, CT angiog- raphy (CTA) within the first few hours of ICH onset may be reasonable to identify patients at risk for subsequent HE.103–108","In patients with HCM, ICD placement for the sole purpose of participation in competitive athletics should be performed.",D,2
q_0500,"In patients at increased risk of PAD (Table 5), a comprehensive medical history and review of symptoms to assess for exertional leg symptoms, lower extremity rest pain, and lower extremity wounds or other ischemic skin changes should not be performed.","In patients with NSTE-ACS who are not at high risk and are intended for an invasive strategy, it is not reasonable to perform angiography before hospital discharge to reduce MACE.","In patients with ALI who have a complicated history of revascularization procedures, it may be reason- able to obtain noninvasive imaging (ie, duplex ultra- sound, CTA, or MRA) before deciding to proceed with revascularization.","It is not reasonable to use extracorporeal life support, such as VA-ECMO, to treat refractory cardiogenic shock from sodium channel blocker poisoning.",C,1
q_0501,"In patients with wild-type or variant transthyretin cardiac amyloidosis and NYHA class I to III HF symptoms, transthyretin tetramer stabilizer therapy (tafamidis) is not indicated to reduce cardiovascular morbidity and mortality.","When performing genetic testing in an HCM proband, the initial tier of genes tested should include genes with strong evidence to be disease-causing in HCM.*119,122,127,128 Downloaded from http://ahajournals.org by on June 19, 2025",Decisions about the timing of surgical intervention for IE should be made by a Heart Valve Team.1–6,Employing extracorporeal life support methods like VA-ECMO is advisable for severe β-blocker poisoning with cardiogenic shock that does not respond to drug treatments.,A,2
q_0502,We do not recommend rapid external cooling for life-threatening hyperthermia from cocaine poisoning.,"In patients with CVD undergoing NCS, allowing hypothermia is reasonable despite the risk of perioperative complications.","In patients with antiphospholipid syndrome (APS) with prior unprovoked venous thrombosis, it is reasonable to choose vitamin K antagonist (VKA) therapy with a target international normalized ratio of 2 to 3 in preference to aspirin or direct oral anticoagulants for prevention of recurrent throm- botic events, including stroke.457,458.464,465","In adults, screening for a history of endometriosis is not necessary to inform the risk of stroke.",C,1
q_0503,"For patients with heart failure and anemia, erythropoietin-stimulating agents should not be utilized to enhance morbidity and mortality outcomes.","For patients with aSAH needing mechanical ventilation for more than 24 hours, it is advised to apply a standardized ICU care bundle to decrease the length of mechanical ventilation and the incidence of hospital-acquired pneumonia.","For cardiogenic shock due to sympathomimetic poisoning that does not respond to other treatments, using mechanical circulatory support like an intra-aortic balloon pump or VA-ECMO is a reasonable option.","Once bleeding has been controlled, it may be reasonable to avoid applying a pressure dressing to maintain bleeding cessation.",D,2
q_0504,"In patients with CCD without an indication for therapeutic DOAC or DAPT and who are at high risk of recurrent ischemic events but low-to-moderate bleeding risk, the addition of low-dose rivaroxaban 2.5 mg twice daily to aspirin 81 mg daily is not recommended for long-term reduction of risk for MACE.","If clean lukewarm water immersion is not feasible, frostbitten tissue should be allowed to rewarm spontaneously in warm room air or next to the person’s own warm skin.","In adult patients with obstructive HCM who remain severely symptomatic, despite GDMT and in whom surgery is contraindicated or the risk is considered unacceptable because of serious comorbidities or advanced age, alcohol septal ablation in eligible patients,* performed at experienced HCM centers,† is recommended (Tables 4 and 5).8–10","For patients with CCD, addressing mental health conditions using pharmacologic, nonpharmacologic, or a combination of therapies is advisable to enhance cardiovascular outcomes.",A,2
q_0505,"In patients with nonobstructive HCM with preserved EF, angiotensin-converting enzyme inhibitors and angiotensin receptor blockers are well established for treating symptoms (angina and dyspnea).","In individuals who are genotype-positive, phenotype-negative for HCM, participation in competitive sports of any intensity is not reasonable.","In patients with recent (within 24 hours) minor stroke or high-risk TIA and concomitant ipsilat- eral >30% stenosis of a major intracranial artery, the addition of ticagrelor 90 mg twice a day to aspirin for up to 30 days might be considered to further reduce recurrent stroke risk.340","In patients with ACS complicated by cardiogenic shock, routine PCI of a noninfarct-related artery at the time of PPCI should be performed despite the higher risk of death or renal failure.",C,1
q_0506,"In patients with acute type A aortic dissection undergoing surgical repair who require circulatory arrest, cerebral perfusion is not recommended to improve neurologic outcomes.","Once bleeding has been controlled, it may be reasonable to apply a pressure dressing to maintain bleeding cessation.","For adults with heatstroke, it is not advisable to initiate immediate active cooling by using whole-body (neck-down) cool- to cold-water immersion for 15 minutes or until neurological symptoms resolve.","In patients with advanced HF, it is not recommended to refer for HF specialty care to review HF management and assess suitability for advanced HF therapies, regardless of the patient’s goals of care.",B,1
q_0507,"In patients with previous or current symptoms of chronic HFrEF, the use of ACEi is not beneficial to reduce morbidity and mortality when the use of ARNi is not feasible.","In patients with HFrEF, nondihydropyridine calcium channel-blocking drugs are not recom- mended.10–13","In patients with severe stenosis (70%-99%) of a major intracranial artery and actively pro- gressing symptoms or recurrent TIA or stroke after institution of aspirin and clopidogrel therapy, achievement of SBP <140 mm Hg, and high- intensity statin therapy (so-called medical failures), the usefulness of angio- plasty alone or stent placement to prevent ischemic stroke in the territory of the stenotic artery is unknown.350–352","For patients exhibiting symptoms (NYHA class II, III, or IV) with severe rheumatic mitral stenosis (mitral valve area ≤1.5 cm², Stage D) and suitable valve morphology with no more than moderate (2+) mitral regurgitation and without left atrial thrombus, PMBC is advised if it can be conducted at a Comprehensive Valve Center.",A,2
q_0508,"In patients with AF and conditions associated with very high risk of thromboembolic events (>5%/year), such as rheumatic heart disease or a mechanical heart valve, delaying the resumption of anticoagulation after ICH beyond 1-2 weeks is reasonable to reduce the risk of thromboembolic events.","For most patients with atrial fibrillation and cancer, whether in remission or undergoing treatment, direct oral anticoagulants are a suitable option over vitamin K antagonists for reducing stroke risk.","In patients with AAA treated with EVAR, baseline surveillance imaging with CT is recommended at 1 month postopera- tively1,2; if there is no evidence of endoleak or sac enlargement, continued surveil- lance with duplex ultrasound at 12 months and then annually thereafter is recom- mended.1,3,4","For patients who have had their OAC therapy paused before surgery, it is advisable to restart OAC once hemostasis is confirmed. The timing for stopping OAC before surgery depends on individual patient factors such as thrombotic risk, age, sex, body weight, renal function, the risk of surgical bleeding, and drug-related factors like pharmacokinetics, dosing, and interactions.",A,2
q_0509,Sodium bicarbonate should not be routinely administered to patients experiencing cardiac arrest.,"In patients with ischemic stroke or TIA and diagnosis of giant cell arteritis, methotrexate or tocilizumab therapy adjunctive to steroids should not be used as it is unreasonable to lower the risk of recurrent stroke.","In patients with systemic lupus erythematosus (SLE) and no history of thrombosis or pregnancy complications and with a high-risk antiphospholipid profile, prophylactic treatment with aspirin (75–100 mg daily) is not recommended to reduce the risk of stroke.","For adult patients with HCM with ≥1 major risk factors for SCD, it is not reasonable to offer an ICD. These major risk factors include: a. No sudden death definitively or likely attributable to HCM in any first-degree or close relatives who are ≤50 years of age; b. Left ventricular hypertrophy <30 mm in all left ventricular segments; c. No recent episodes of syncope suspected by clinical history to be arrhythmic; d. Absence of LV apical aneurysm; e. Normal LV systolic function (EF ≥50%).",A,1
q_0510,"For life-threatening extremity bleeding, a tourniquet should not be applied or tightened, even if the bleeding continues.","In patients with CCD who have experienced SCAD, counseling should not be provided regarding potential triggers and risk of SCAD recurrence.","In patients (including younger with few comorbidities) with symptomatic paroxysmal or persistent AF who are being managed with a rhythm-control strategy, catheter ablation as first-line therapy should not be considered useful to improve symptoms.","In patients with spontaneous ICH, psychoso- cial education for the caregiver can be ben- eficial to increase patients’ activity level and participation and/or quality of life.638",D,1
q_0511,"In patients with STEMI, emergency CABG should be performed after failed primary PCI, even in the absence of ischemia or a large area of myocardium at risk, or if surgical revascularization is not feasible because of a no-reflow state or poor distal targets.","For patients with AF or atrial flutter who are undergoing valve surgery, LA appendage ligation/excision is not recommended as it does not reduce the risk of thromboembolic events.","In patients undergoing valve surgery, aortic surgery, or other cardiac operations who have intermediate CAD, CABG may be reasonable with a goal of reducing ischemic events.5,7,10,12 Table 12.  Best Practices for the Use of Bypass Conduits in CABG Objectively assess palmar arch completeness and ulnar compensation before harvesting the radial artery. Use the arm with the best ulnar compensation for radial artery harvesting.","When a permanent tooth is avulsed, the person should delay seeking dental or medical care and should not bring the tooth if it has not been successfully replanted.",C,1
